"RegionID","SizeRank","RegionName","RegionType","StateName","Date","MedianDaystoPending"
395005,38,"Providence, RI","Msa","RI","10/31/2018",34
394862,39,"Milwaukee, WI","Msa","WI","10/31/2018",22
394714,40,"Jacksonville, FL","Msa","FL","10/31/2018",37
394849,41,"Memphis, TN","Msa","TN","10/31/2018",28
394935,42,"Oklahoma City, OK","Msa","OK","10/31/2018",37
394807,43,"Louisville-Jefferson County, KY","Msa","KY","10/31/2018",19
394669,44,"Hartford, CT","Msa","CT","10/31/2018",36
395022,45,"Richmond, VA","Msa","VA","10/31/2018",21
394910,46,"New Orleans, LA","Msa","LA","10/31/2018",32
394425,47,"Buffalo, NY","Msa","NY","10/31/2018",27
395012,48,"Raleigh, NC","Msa","NC","10/31/2018",12
394388,49,"Birmingham, AL","Msa","AL","10/31/2018",26
395053,50,"Salt Lake City, UT","Msa","UT","10/31/2018",18
395031,51,"Rochester, NY","Msa","NY","10/31/2018",27
394640,52,"Grand Rapids, MI","Msa","MI","10/31/2018",14
395167,53,"Tucson, AZ","Msa","AZ","10/31/2018",16
395169,55,"Tulsa, OK","Msa","OK","10/31/2018",42
394619,56,"Fresno, CA","Msa","CA","10/31/2018",15
395238,57,"Worcester, MA","Msa","MA","10/31/2018",21
394415,58,"Stamford, CT","Msa","CT","10/31/2018",41
394312,59,"Albuquerque, NM","Msa","NM","10/31/2018",31
394308,60,"Albany, NY","Msa","NY","10/31/2018",34
394938,61,"Omaha, NE","Msa","NE","10/31/2018",20
394908,62,"New Haven, CT","Msa","CT","10/31/2018",39
394357,63,"Bakersfield, CA","Msa","CA","10/31/2018",32
394753,64,"Knoxville, TN","Msa","TN","10/31/2018",22
394653,65,"Greenville, SC","Msa","SC","10/31/2018",22
394952,66,"Ventura, CA","Msa","CA","10/31/2018",29
394318,67,"Allentown, PA","Msa","PA","10/31/2018",44
394561,68,"El Paso, TX","Msa","TX","10/31/2018",47
394367,69,"Baton Rouge, LA","Msa","LA","10/31/2018",50
394521,70,"Dayton, OH","Msa","OH","10/31/2018",21
394843,71,"McAllen, TX","Msa","TX","10/31/2018",52
394486,72,"Columbia, SC","Msa","SC","10/31/2018",40
394648,73,"Greensboro, NC","Msa","NC","10/31/2018",17
394304,74,"Akron, OH","Msa","OH","10/31/2018",43
753906,75,"North Port-Sarasota-Bradenton, FL","Msa","FL","10/31/2018",35
394798,76,"Little Rock, AR","Msa","AR","10/31/2018",54
395134,77,"Stockton, CA","Msa","CA","10/31/2018",23
394457,78,"Charleston, SC","Msa","SC","10/31/2018",28
395143,79,"Syracuse, NY","Msa","NY","10/31/2018",49
394484,80,"Colorado Springs, CO","Msa","CO","10/31/2018",24
395235,81,"Winston-Salem, NC","Msa","NC","10/31/2018",20
395224,82,"Wichita, KS","Msa","KS","10/31/2018",24
395115,83,"Springfield, MA","Msa","MA","10/31/2018",27
394440,84,"Fort Myers, FL","Msa","FL","10/31/2018",44
394399,85,"Boise City, ID","Msa","ID","10/31/2018",21
395160,86,"Toledo, OH","Msa","OH","10/31/2018",24
394816,87,"Madison, WI","Msa","WI","10/31/2018",46
394766,88,"Lakeland, FL","Msa","FL","10/31/2018",21
394931,89,"Ogden, UT","Msa","UT","10/31/2018",20
394528,90,"Daytona Beach, FL","Msa","FL","10/31/2018",36
394531,91,"Des Moines, IA","Msa","IA","10/31/2018",24
394711,92,"Jackson, MS","Msa","MS","10/31/2018",37
394352,94,"Augusta, GA","Msa","GA","10/31/2018",35
394666,96,"Harrisburg, PA","Msa","PA","10/31/2018",22
395006,100,"Provo, UT","Msa","UT","10/31/2018",22
394602,159,"Fort Collins, CO","Msa","CO","10/31/2018",40
394913,1,"New York, NY","Msa","NY","11/30/2018",56
753899,2,"Los Angeles-Long Beach-Anaheim, CA","Msa","CA","11/30/2018",29
394463,3,"Chicago, IL","Msa","IL","11/30/2018",40
394514,4,"Dallas-Fort Worth, TX","Msa","TX","11/30/2018",38
394974,5,"Philadelphia, PA","Msa","PA","11/30/2018",33
394692,6,"Houston, TX","Msa","TX","11/30/2018",34
395209,7,"Washington, DC","Msa","DC","11/30/2018",30
394856,8,"Miami-Fort Lauderdale, FL","Msa","FL","11/30/2018",40
394347,9,"Atlanta, GA","Msa","GA","11/30/2018",23
394404,10,"Boston, MA","Msa","MA","11/30/2018",24
395057,11,"San Francisco, CA","Msa","CA","11/30/2018",23
394532,12,"Detroit, MI","Msa","MI","11/30/2018",24
395025,13,"Riverside, CA","Msa","CA","11/30/2018",34
394976,14,"Phoenix, AZ","Msa","AZ","11/30/2018",35
395078,15,"Seattle, WA","Msa","WA","11/30/2018",30
394865,16,"Minneapolis-St Paul, MN","Msa","MN","11/30/2018",37
395056,17,"San Diego, CA","Msa","CA","11/30/2018",34
395121,18,"St. Louis, MO","Msa","MO","11/30/2018",33
395148,19,"Tampa, FL","Msa","FL","11/30/2018",22
394358,20,"Baltimore, MD","Msa","MD","11/30/2018",38
394530,21,"Denver, CO","Msa","CO","11/30/2018",23
394982,22,"Pittsburgh, PA","Msa","PA","11/30/2018",38
394998,23,"Portland, OR","Msa","OR","11/30/2018",34
394458,24,"Charlotte, NC","Msa","NC","11/30/2018",19
395045,25,"Sacramento, CA","Msa","CA","11/30/2018",27
395055,26,"San Antonio, TX","Msa","TX","11/30/2018",43
394943,27,"Orlando, FL","Msa","FL","11/30/2018",30
394466,28,"Cincinnati, OH","Msa","OH","11/30/2018",21
394475,29,"Cleveland, OH","Msa","OH","11/30/2018",45
394735,30,"Kansas City, MO","Msa","MO","11/30/2018",21
394775,31,"Las Vegas, NV","Msa","NV","11/30/2018",29
394492,32,"Columbus, OH","Msa","OH","11/30/2018",16
394705,33,"Indianapolis, IN","Msa","IN","11/30/2018",23
395059,34,"San Jose, CA","Msa","CA","11/30/2018",25
394355,35,"Austin, TX","Msa","TX","11/30/2018",33
395194,36,"Virginia Beach, VA","Msa","VA","11/30/2018",58
394902,37,"Nashville, TN","Msa","TN","11/30/2018",26
395005,38,"Providence, RI","Msa","RI","11/30/2018",43
394862,39,"Milwaukee, WI","Msa","WI","11/30/2018",41
394714,40,"Jacksonville, FL","Msa","FL","11/30/2018",40
394849,41,"Memphis, TN","Msa","TN","11/30/2018",37
394935,42,"Oklahoma City, OK","Msa","OK","11/30/2018",33
394807,43,"Louisville-Jefferson County, KY","Msa","KY","11/30/2018",24
394669,44,"Hartford, CT","Msa","CT","11/30/2018",40
395022,45,"Richmond, VA","Msa","VA","11/30/2018",29
394910,46,"New Orleans, LA","Msa","LA","11/30/2018",34
394425,47,"Buffalo, NY","Msa","NY","11/30/2018",31
395012,48,"Raleigh, NC","Msa","NC","11/30/2018",14
394388,49,"Birmingham, AL","Msa","AL","11/30/2018",26
395053,50,"Salt Lake City, UT","Msa","UT","11/30/2018",24
395031,51,"Rochester, NY","Msa","NY","11/30/2018",32
394640,52,"Grand Rapids, MI","Msa","MI","11/30/2018",14
395167,53,"Tucson, AZ","Msa","AZ","11/30/2018",21
395169,55,"Tulsa, OK","Msa","OK","11/30/2018",50
394619,56,"Fresno, CA","Msa","CA","11/30/2018",25
395238,57,"Worcester, MA","Msa","MA","11/30/2018",27
394415,58,"Stamford, CT","Msa","CT","11/30/2018",52
394312,59,"Albuquerque, NM","Msa","NM","11/30/2018",34
394308,60,"Albany, NY","Msa","NY","11/30/2018",40
394938,61,"Omaha, NE","Msa","NE","11/30/2018",23
394908,62,"New Haven, CT","Msa","CT","11/30/2018",42
394357,63,"Bakersfield, CA","Msa","CA","11/30/2018",40
394753,64,"Knoxville, TN","Msa","TN","11/30/2018",28
394653,65,"Greenville, SC","Msa","SC","11/30/2018",29
394952,66,"Ventura, CA","Msa","CA","11/30/2018",38
394318,67,"Allentown, PA","Msa","PA","11/30/2018",58
394561,68,"El Paso, TX","Msa","TX","11/30/2018",48
394367,69,"Baton Rouge, LA","Msa","LA","11/30/2018",42
394521,70,"Dayton, OH","Msa","OH","11/30/2018",30
394843,71,"McAllen, TX","Msa","TX","11/30/2018",47
394486,72,"Columbia, SC","Msa","SC","11/30/2018",41
394648,73,"Greensboro, NC","Msa","NC","11/30/2018",21
394304,74,"Akron, OH","Msa","OH","11/30/2018",48
753906,75,"North Port-Sarasota-Bradenton, FL","Msa","FL","11/30/2018",39
394798,76,"Little Rock, AR","Msa","AR","11/30/2018",60
395134,77,"Stockton, CA","Msa","CA","11/30/2018",28
394457,78,"Charleston, SC","Msa","SC","11/30/2018",31
395143,79,"Syracuse, NY","Msa","NY","11/30/2018",53
394484,80,"Colorado Springs, CO","Msa","CO","11/30/2018",18
395235,81,"Winston-Salem, NC","Msa","NC","11/30/2018",26
395224,82,"Wichita, KS","Msa","KS","11/30/2018",25
395115,83,"Springfield, MA","Msa","MA","11/30/2018",31
394440,84,"Fort Myers, FL","Msa","FL","11/30/2018",45
394399,85,"Boise City, ID","Msa","ID","11/30/2018",17
395160,86,"Toledo, OH","Msa","OH","11/30/2018",31
394816,87,"Madison, WI","Msa","WI","11/30/2018",50
394766,88,"Lakeland, FL","Msa","FL","11/30/2018",21
394931,89,"Ogden, UT","Msa","UT","11/30/2018",25
394528,90,"Daytona Beach, FL","Msa","FL","11/30/2018",41
394531,91,"Des Moines, IA","Msa","IA","11/30/2018",30
394711,92,"Jackson, MS","Msa","MS","11/30/2018",48
394352,94,"Augusta, GA","Msa","GA","11/30/2018",26
394666,96,"Harrisburg, PA","Msa","PA","11/30/2018",26
395006,100,"Provo, UT","Msa","UT","11/30/2018",23
394602,159,"Fort Collins, CO","Msa","CO","11/30/2018",37
394913,1,"New York, NY","Msa","NY","12/31/2018",67
753899,2,"Los Angeles-Long Beach-Anaheim, CA","Msa","CA","12/31/2018",38
394463,3,"Chicago, IL","Msa","IL","12/31/2018",52
394514,4,"Dallas-Fort Worth, TX","Msa","TX","12/31/2018",40
394974,5,"Philadelphia, PA","Msa","PA","12/31/2018",45
394692,6,"Houston, TX","Msa","TX","12/31/2018",39
395209,7,"Washington, DC","Msa","DC","12/31/2018",38
394856,8,"Miami-Fort Lauderdale, FL","Msa","FL","12/31/2018",47
394347,9,"Atlanta, GA","Msa","GA","12/31/2018",30
394404,10,"Boston, MA","Msa","MA","12/31/2018",32
395057,11,"San Francisco, CA","Msa","CA","12/31/2018",30
394532,12,"Detroit, MI","Msa","MI","12/31/2018",35
395025,13,"Riverside, CA","Msa","CA","12/31/2018",43
394976,14,"Phoenix, AZ","Msa","AZ","12/31/2018",37
395078,15,"Seattle, WA","Msa","WA","12/31/2018",38
394865,16,"Minneapolis-St Paul, MN","Msa","MN","12/31/2018",46
395056,17,"San Diego, CA","Msa","CA","12/31/2018",40
395121,18,"St. Louis, MO","Msa","MO","12/31/2018",44
395148,19,"Tampa, FL","Msa","FL","12/31/2018",30
394358,20,"Baltimore, MD","Msa","MD","12/31/2018",50
394530,21,"Denver, CO","Msa","CO","12/31/2018",30
394982,22,"Pittsburgh, PA","Msa","PA","12/31/2018",48
394998,23,"Portland, OR","Msa","OR","12/31/2018",40
394458,24,"Charlotte, NC","Msa","NC","12/31/2018",27
395045,25,"Sacramento, CA","Msa","CA","12/31/2018",34
395055,26,"San Antonio, TX","Msa","TX","12/31/2018",41
394943,27,"Orlando, FL","Msa","FL","12/31/2018",30
394466,28,"Cincinnati, OH","Msa","OH","12/31/2018",30
394475,29,"Cleveland, OH","Msa","OH","12/31/2018",55
394735,30,"Kansas City, MO","Msa","MO","12/31/2018",29
394775,31,"Las Vegas, NV","Msa","NV","12/31/2018",33
394492,32,"Columbus, OH","Msa","OH","12/31/2018",24
394705,33,"Indianapolis, IN","Msa","IN","12/31/2018",31
395059,34,"San Jose, CA","Msa","CA","12/31/2018",36
394355,35,"Austin, TX","Msa","TX","12/31/2018",41
395194,36,"Virginia Beach, VA","Msa","VA","12/31/2018",73
394902,37,"Nashville, TN","Msa","TN","12/31/2018",29
395005,38,"Providence, RI","Msa","RI","12/31/2018",52
394862,39,"Milwaukee, WI","Msa","WI","12/31/2018",37
394714,40,"Jacksonville, FL","Msa","FL","12/31/2018",45
394849,41,"Memphis, TN","Msa","TN","12/31/2018",33
394935,42,"Oklahoma City, OK","Msa","OK","12/31/2018",45
394807,43,"Louisville-Jefferson County, KY","Msa","KY","12/31/2018",35
394669,44,"Hartford, CT","Msa","CT","12/31/2018",55
395022,45,"Richmond, VA","Msa","VA","12/31/2018",27
394910,46,"New Orleans, LA","Msa","LA","12/31/2018",43
394425,47,"Buffalo, NY","Msa","NY","12/31/2018",38
395012,48,"Raleigh, NC","Msa","NC","12/31/2018",19
394388,49,"Birmingham, AL","Msa","AL","12/31/2018",32
395053,50,"Salt Lake City, UT","Msa","UT","12/31/2018",30
395031,51,"Rochester, NY","Msa","NY","12/31/2018",45
394640,52,"Grand Rapids, MI","Msa","MI","12/31/2018",19
395167,53,"Tucson, AZ","Msa","AZ","12/31/2018",25
395169,55,"Tulsa, OK","Msa","OK","12/31/2018",59
394619,56,"Fresno, CA","Msa","CA","12/31/2018",33
395238,57,"Worcester, MA","Msa","MA","12/31/2018",42
394415,58,"Stamford, CT","Msa","CT","12/31/2018",56
394312,59,"Albuquerque, NM","Msa","NM","12/31/2018",39
394308,60,"Albany, NY","Msa","NY","12/31/2018",59
394938,61,"Omaha, NE","Msa","NE","12/31/2018",32
394908,62,"New Haven, CT","Msa","CT","12/31/2018",49
394357,63,"Bakersfield, CA","Msa","CA","12/31/2018",45
394753,64,"Knoxville, TN","Msa","TN","12/31/2018",34
394653,65,"Greenville, SC","Msa","SC","12/31/2018",37
394952,66,"Ventura, CA","Msa","CA","12/31/2018",41
394318,67,"Allentown, PA","Msa","PA","12/31/2018",55
394561,68,"El Paso, TX","Msa","TX","12/31/2018",48
394367,69,"Baton Rouge, LA","Msa","LA","12/31/2018",82
394521,70,"Dayton, OH","Msa","OH","12/31/2018",40
394843,71,"McAllen, TX","Msa","TX","12/31/2018",76
394486,72,"Columbia, SC","Msa","SC","12/31/2018",33
394648,73,"Greensboro, NC","Msa","NC","12/31/2018",31
394304,74,"Akron, OH","Msa","OH","12/31/2018",50
753906,75,"North Port-Sarasota-Bradenton, FL","Msa","FL","12/31/2018",42
394798,76,"Little Rock, AR","Msa","AR","12/31/2018",64
395134,77,"Stockton, CA","Msa","CA","12/31/2018",34
394457,78,"Charleston, SC","Msa","SC","12/31/2018",39
395143,79,"Syracuse, NY","Msa","NY","12/31/2018",65
394484,80,"Colorado Springs, CO","Msa","CO","12/31/2018",29
395235,81,"Winston-Salem, NC","Msa","NC","12/31/2018",30
395224,82,"Wichita, KS","Msa","KS","12/31/2018",38
395115,83,"Springfield, MA","Msa","MA","12/31/2018",35
394440,84,"Fort Myers, FL","Msa","FL","12/31/2018",49
394399,85,"Boise City, ID","Msa","ID","12/31/2018",30
395160,86,"Toledo, OH","Msa","OH","12/31/2018",48
394816,87,"Madison, WI","Msa","WI","12/31/2018",70
394766,88,"Lakeland, FL","Msa","FL","12/31/2018",39
394931,89,"Ogden, UT","Msa","UT","12/31/2018",26
394528,90,"Daytona Beach, FL","Msa","FL","12/31/2018",47
394531,91,"Des Moines, IA","Msa","IA","12/31/2018",44
394711,92,"Jackson, MS","Msa","MS","12/31/2018",60
394352,94,"Augusta, GA","Msa","GA","12/31/2018",36
394666,96,"Harrisburg, PA","Msa","PA","12/31/2018",33
395006,100,"Provo, UT","Msa","UT","12/31/2018",20
394602,159,"Fort Collins, CO","Msa","CO","12/31/2018",40
394913,1,"New York, NY","Msa","NY","1/31/2019",73
753899,2,"Los Angeles-Long Beach-Anaheim, CA","Msa","CA","1/31/2019",37
394463,3,"Chicago, IL","Msa","IL","1/31/2019",56
394514,4,"Dallas-Fort Worth, TX","Msa","TX","1/31/2019",44
394974,5,"Philadelphia, PA","Msa","PA","1/31/2019",43
394692,6,"Houston, TX","Msa","TX","1/31/2019",39
395209,7,"Washington, DC","Msa","DC","1/31/2019",29
394856,8,"Miami-Fort Lauderdale, FL","Msa","FL","1/31/2019",58
394347,9,"Atlanta, GA","Msa","GA","1/31/2019",25
394404,10,"Boston, MA","Msa","MA","1/31/2019",22
395057,11,"San Francisco, CA","Msa","CA","1/31/2019",18
394532,12,"Detroit, MI","Msa","MI","1/31/2019",37
395025,13,"Riverside, CA","Msa","CA","1/31/2019",45
394976,14,"Phoenix, AZ","Msa","AZ","1/31/2019",35
395078,15,"Seattle, WA","Msa","WA","1/31/2019",19
394865,16,"Minneapolis-St Paul, MN","Msa","MN","1/31/2019",47
395056,17,"San Diego, CA","Msa","CA","1/31/2019",40
395121,18,"St. Louis, MO","Msa","MO","1/31/2019",44
395148,19,"Tampa, FL","Msa","FL","1/31/2019",32
394358,20,"Baltimore, MD","Msa","MD","1/31/2019",48
394530,21,"Denver, CO","Msa","CO","1/31/2019",15
394982,22,"Pittsburgh, PA","Msa","PA","1/31/2019",51
394998,23,"Portland, OR","Msa","OR","1/31/2019",31
394458,24,"Charlotte, NC","Msa","NC","1/31/2019",20
395045,25,"Sacramento, CA","Msa","CA","1/31/2019",32
395055,26,"San Antonio, TX","Msa","TX","1/31/2019",51
394943,27,"Orlando, FL","Msa","FL","1/31/2019",28
394466,28,"Cincinnati, OH","Msa","OH","1/31/2019",27
394475,29,"Cleveland, OH","Msa","OH","1/31/2019",54
394735,30,"Kansas City, MO","Msa","MO","1/31/2019",23
394775,31,"Las Vegas, NV","Msa","NV","1/31/2019",38
394492,32,"Columbus, OH","Msa","OH","1/31/2019",18
394705,33,"Indianapolis, IN","Msa","IN","1/31/2019",31
395059,34,"San Jose, CA","Msa","CA","1/31/2019",19
394355,35,"Austin, TX","Msa","TX","1/31/2019",32
395194,36,"Virginia Beach, VA","Msa","VA","1/31/2019",66
394902,37,"Nashville, TN","Msa","TN","1/31/2019",38
395005,38,"Providence, RI","Msa","RI","1/31/2019",56
394862,39,"Milwaukee, WI","Msa","WI","1/31/2019",25
394714,40,"Jacksonville, FL","Msa","FL","1/31/2019",49
394849,41,"Memphis, TN","Msa","TN","1/31/2019",35
394935,42,"Oklahoma City, OK","Msa","OK","1/31/2019",40
394807,43,"Louisville-Jefferson County, KY","Msa","KY","1/31/2019",33
394669,44,"Hartford, CT","Msa","CT","1/31/2019",62
395022,45,"Richmond, VA","Msa","VA","1/31/2019",24
394910,46,"New Orleans, LA","Msa","LA","1/31/2019",49
394425,47,"Buffalo, NY","Msa","NY","1/31/2019",38
395012,48,"Raleigh, NC","Msa","NC","1/31/2019",16
394388,49,"Birmingham, AL","Msa","AL","1/31/2019",32
395053,50,"Salt Lake City, UT","Msa","UT","1/31/2019",27
395031,51,"Rochester, NY","Msa","NY","1/31/2019",41
394640,52,"Grand Rapids, MI","Msa","MI","1/31/2019",12
395167,53,"Tucson, AZ","Msa","AZ","1/31/2019",27
395169,55,"Tulsa, OK","Msa","OK","1/31/2019",50
394619,56,"Fresno, CA","Msa","CA","1/31/2019",25
395238,57,"Worcester, MA","Msa","MA","1/31/2019",31
394415,58,"Stamford, CT","Msa","CT","1/31/2019",52
394312,59,"Albuquerque, NM","Msa","NM","1/31/2019",39
394308,60,"Albany, NY","Msa","NY","1/31/2019",59
394938,61,"Omaha, NE","Msa","NE","1/31/2019",44
394908,62,"New Haven, CT","Msa","CT","1/31/2019",58
394357,63,"Bakersfield, CA","Msa","CA","1/31/2019",35
394753,64,"Knoxville, TN","Msa","TN","1/31/2019",32
394653,65,"Greenville, SC","Msa","SC","1/31/2019",24
394952,66,"Ventura, CA","Msa","CA","1/31/2019",35
394318,67,"Allentown, PA","Msa","PA","1/31/2019",54
394561,68,"El Paso, TX","Msa","TX","1/31/2019",NA
394367,69,"Baton Rouge, LA","Msa","LA","1/31/2019",35
394521,70,"Dayton, OH","Msa","OH","1/31/2019",38
394843,71,"McAllen, TX","Msa","TX","1/31/2019",107
394486,72,"Columbia, SC","Msa","SC","1/31/2019",33
394648,73,"Greensboro, NC","Msa","NC","1/31/2019",33
394304,74,"Akron, OH","Msa","OH","1/31/2019",54
753906,75,"North Port-Sarasota-Bradenton, FL","Msa","FL","1/31/2019",48
394798,76,"Little Rock, AR","Msa","AR","1/31/2019",49
395134,77,"Stockton, CA","Msa","CA","1/31/2019",37
394457,78,"Charleston, SC","Msa","SC","1/31/2019",46
395143,79,"Syracuse, NY","Msa","NY","1/31/2019",70
394484,80,"Colorado Springs, CO","Msa","CO","1/31/2019",22
395235,81,"Winston-Salem, NC","Msa","NC","1/31/2019",25
395224,82,"Wichita, KS","Msa","KS","1/31/2019",40
395115,83,"Springfield, MA","Msa","MA","1/31/2019",50
394440,84,"Fort Myers, FL","Msa","FL","1/31/2019",58
394399,85,"Boise City, ID","Msa","ID","1/31/2019",36
395160,86,"Toledo, OH","Msa","OH","1/31/2019",40
394816,87,"Madison, WI","Msa","WI","1/31/2019",58
394766,88,"Lakeland, FL","Msa","FL","1/31/2019",33
394931,89,"Ogden, UT","Msa","UT","1/31/2019",22
394528,90,"Daytona Beach, FL","Msa","FL","1/31/2019",60
394531,91,"Des Moines, IA","Msa","IA","1/31/2019",38
394711,92,"Jackson, MS","Msa","MS","1/31/2019",60
394352,94,"Augusta, GA","Msa","GA","1/31/2019",70
394666,96,"Harrisburg, PA","Msa","PA","1/31/2019",35
395006,100,"Provo, UT","Msa","UT","1/31/2019",25
394602,159,"Fort Collins, CO","Msa","CO","1/31/2019",49
394913,1,"New York, NY","Msa","NY","2/28/2019",51
753899,2,"Los Angeles-Long Beach-Anaheim, CA","Msa","CA","2/28/2019",25
394463,3,"Chicago, IL","Msa","IL","2/28/2019",25
394514,4,"Dallas-Fort Worth, TX","Msa","TX","2/28/2019",31
394974,5,"Philadelphia, PA","Msa","PA","2/28/2019",26
394692,6,"Houston, TX","Msa","TX","2/28/2019",46
395209,7,"Washington, DC","Msa","DC","2/28/2019",13
394856,8,"Miami-Fort Lauderdale, FL","Msa","FL","2/28/2019",46
394347,9,"Atlanta, GA","Msa","GA","2/28/2019",23
394404,10,"Boston, MA","Msa","MA","2/28/2019",14
395057,11,"San Francisco, CA","Msa","CA","2/28/2019",15
394532,12,"Detroit, MI","Msa","MI","2/28/2019",25
395025,13,"Riverside, CA","Msa","CA","2/28/2019",30
394976,14,"Phoenix, AZ","Msa","AZ","2/28/2019",28
395078,15,"Seattle, WA","Msa","WA","2/28/2019",11
394865,16,"Minneapolis-St Paul, MN","Msa","MN","2/28/2019",21
395056,17,"San Diego, CA","Msa","CA","2/28/2019",26
395121,18,"St. Louis, MO","Msa","MO","2/28/2019",18
395148,19,"Tampa, FL","Msa","FL","2/28/2019",24
394358,20,"Baltimore, MD","Msa","MD","2/28/2019",28
394530,21,"Denver, CO","Msa","CO","2/28/2019",9
394982,22,"Pittsburgh, PA","Msa","PA","2/28/2019",37
394998,23,"Portland, OR","Msa","OR","2/28/2019",17
394458,24,"Charlotte, NC","Msa","NC","2/28/2019",15
395045,25,"Sacramento, CA","Msa","CA","2/28/2019",14
395055,26,"San Antonio, TX","Msa","TX","2/28/2019",39
394943,27,"Orlando, FL","Msa","FL","2/28/2019",24
394466,28,"Cincinnati, OH","Msa","OH","2/28/2019",16
394475,29,"Cleveland, OH","Msa","OH","2/28/2019",42
394735,30,"Kansas City, MO","Msa","MO","2/28/2019",16
394775,31,"Las Vegas, NV","Msa","NV","2/28/2019",27
394492,32,"Columbus, OH","Msa","OH","2/28/2019",8
394705,33,"Indianapolis, IN","Msa","IN","2/28/2019",20
395059,34,"San Jose, CA","Msa","CA","2/28/2019",15
394355,35,"Austin, TX","Msa","TX","2/28/2019",14
395194,36,"Virginia Beach, VA","Msa","VA","2/28/2019",54
394902,37,"Nashville, TN","Msa","TN","2/28/2019",24
395005,38,"Providence, RI","Msa","RI","2/28/2019",43
394862,39,"Milwaukee, WI","Msa","WI","2/28/2019",NA
394714,40,"Jacksonville, FL","Msa","FL","2/28/2019",36
394849,41,"Memphis, TN","Msa","TN","2/28/2019",26
394935,42,"Oklahoma City, OK","Msa","OK","2/28/2019",39
394807,43,"Louisville-Jefferson County, KY","Msa","KY","2/28/2019",23
394669,44,"Hartford, CT","Msa","CT","2/28/2019",32
395022,45,"Richmond, VA","Msa","VA","2/28/2019",14
394910,46,"New Orleans, LA","Msa","LA","2/28/2019",31
394425,47,"Buffalo, NY","Msa","NY","2/28/2019",28
395012,48,"Raleigh, NC","Msa","NC","2/28/2019",9
394388,49,"Birmingham, AL","Msa","AL","2/28/2019",16
395053,50,"Salt Lake City, UT","Msa","UT","2/28/2019",15
395031,51,"Rochester, NY","Msa","NY","2/28/2019",21
394640,52,"Grand Rapids, MI","Msa","MI","2/28/2019",17
395167,53,"Tucson, AZ","Msa","AZ","2/28/2019",21
395169,55,"Tulsa, OK","Msa","OK","2/28/2019",44
394619,56,"Fresno, CA","Msa","CA","2/28/2019",23
395238,57,"Worcester, MA","Msa","MA","2/28/2019",19
394415,58,"Stamford, CT","Msa","CT","2/28/2019",35
394312,59,"Albuquerque, NM","Msa","NM","2/28/2019",19
394308,60,"Albany, NY","Msa","NY","2/28/2019",44
394938,61,"Omaha, NE","Msa","NE","2/28/2019",27
394908,62,"New Haven, CT","Msa","CT","2/28/2019",28
394357,63,"Bakersfield, CA","Msa","CA","2/28/2019",25
394753,64,"Knoxville, TN","Msa","TN","2/28/2019",19
394653,65,"Greenville, SC","Msa","SC","2/28/2019",19
394952,66,"Ventura, CA","Msa","CA","2/28/2019",26
394318,67,"Allentown, PA","Msa","PA","2/28/2019",61
394561,68,"El Paso, TX","Msa","TX","2/28/2019",NA
394367,69,"Baton Rouge, LA","Msa","LA","2/28/2019",3
394521,70,"Dayton, OH","Msa","OH","2/28/2019",29
394843,71,"McAllen, TX","Msa","TX","2/28/2019",56
394486,72,"Columbia, SC","Msa","SC","2/28/2019",26
394648,73,"Greensboro, NC","Msa","NC","2/28/2019",15
394304,74,"Akron, OH","Msa","OH","2/28/2019",44
753906,75,"North Port-Sarasota-Bradenton, FL","Msa","FL","2/28/2019",39
394798,76,"Little Rock, AR","Msa","AR","2/28/2019",38
395134,77,"Stockton, CA","Msa","CA","2/28/2019",23
394457,78,"Charleston, SC","Msa","SC","2/28/2019",23
395143,79,"Syracuse, NY","Msa","NY","2/28/2019",63
394484,80,"Colorado Springs, CO","Msa","CO","2/28/2019",10
395235,81,"Winston-Salem, NC","Msa","NC","2/28/2019",13
395224,82,"Wichita, KS","Msa","KS","2/28/2019",34
395115,83,"Springfield, MA","Msa","MA","2/28/2019",25
394440,84,"Fort Myers, FL","Msa","FL","2/28/2019",50
394399,85,"Boise City, ID","Msa","ID","2/28/2019",12
395160,86,"Toledo, OH","Msa","OH","2/28/2019",32
394816,87,"Madison, WI","Msa","WI","2/28/2019",38
394766,88,"Lakeland, FL","Msa","FL","2/28/2019",24
394931,89,"Ogden, UT","Msa","UT","2/28/2019",18
394528,90,"Daytona Beach, FL","Msa","FL","2/28/2019",31
394531,91,"Des Moines, IA","Msa","IA","2/28/2019",29
394711,92,"Jackson, MS","Msa","MS","2/28/2019",33
394352,94,"Augusta, GA","Msa","GA","2/28/2019",77
394666,96,"Harrisburg, PA","Msa","PA","2/28/2019",20
395006,100,"Provo, UT","Msa","UT","2/28/2019",15
394602,159,"Fort Collins, CO","Msa","CO","2/28/2019",21
394913,1,"New York, NY","Msa","NY","3/31/2019",45
753899,2,"Los Angeles-Long Beach-Anaheim, CA","Msa","CA","3/31/2019",22
394463,3,"Chicago, IL","Msa","IL","3/31/2019",18
394514,4,"Dallas-Fort Worth, TX","Msa","TX","3/31/2019",28
394974,5,"Philadelphia, PA","Msa","PA","3/31/2019",18
394692,6,"Houston, TX","Msa","TX","3/31/2019",21
395209,7,"Washington, DC","Msa","DC","3/31/2019",10
394856,8,"Miami-Fort Lauderdale, FL","Msa","FL","3/31/2019",44
