RegionID,SizeRank,RegionName,RegionType,StateName,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021
394358,20,"Baltimore, MD",Msa,MD,264481,265708,267418,267497,263624,262775,259216,261813,259816,258996,255304,253934,257076,255023,252204,251060,252222,251445,250897,246676,248791,250612,253839,252947,252656,250753,248878,247456,250795,252979,261411,261228,258566,253550,253554,257405,258470,256046,254234,254092,255335,251211,245586,243463,247163,250623,251981,248220,246953,250345,254558,256691,253199,254195,255208,256890,254991,257900,257419,259384,260375,263037,264069,266597,269619,275386,275979,279379,279633,277715,273511,273846,276809,280324,281693,277216,277523,274253,279364,279028,280575,282467,286551,287777,285154,279429,276268,279657,278317,279331,272876,273198,276069,277029,279811,278613,280749,282156,284526,285881,286247,284914,285771,284283,281431,280093,279382,279285,279175,280784,282730,282074,281817,281263,282225,283034,284893,287032,286095,287144,287228,289212,288654,288025,289811,291697,293630,295472,296322,295268,295386,296494,298380,298767,300193,303802,305749,304257,302337,302165,304762,304570,307428,308908,313892,311943,306888,299567,307434,309608,311761,313163,312886,315425,315665,316090,313796,317064,322694
394530,21,"Denver, CO",Msa,CO,243673,241574,238861,237987,236075,234152,232459,231514,230390,226431,223686,222325,222978,225274,227402,224931,222913,221405,222127,221659,222019,226954,231125,233813,230149,229008,229224,233295,239275,244707,245870,246976,247366,245984,246510,245806,245660,242136,240442,239473,238859,238540,238882,240213,241268,243650,239952,238924,240070,246788,251889,253344,253650,254073,256080,258092,257648,258717,262445,266776,268432,267295,266641,268369,269820,271312,271365,270943,272589,272581,272859,271638,273529,275640,277829,280035,282195,285079,287081,290518,294715,299713,303508,308186,310331,313318,314374,315304,317299,319514,323400,327659,330013,332427,335269,339244,342815,346884,351224,355561,357579,360498,363638,366416,368637,370061,371140,372708,375201,376895,380091,382099,384810,385670,387803,390039,394893,400219,407274,409714,412790,413459,414959,414122,415811,415782,416179,416255,417568,418387,417284,415845,415300,417698,419106,422359,426159,427993,428803,431801,434677,439531,442683,444841,441757,437801,434607,438610,450541,455463,461445,467507,472724,476579,482383,490165,501637,513218,524848
394982,22,"Pittsburgh, PA",Msa,PA,123994,123106,123376,124199,124964,123947,122863,123076,123319,125042,123760,123455,121698,123374,124159,123865,123037,122920,123761,123847,123989,122250,123916,124341,127559,126763,125905,123974,123854,126486,128187,128308,128002,127101,127900,129017,127455,128331,126369,128938,129363,130218,129728,129440,129784,131391,131133,130125,131298,131603,135229,134873,135692,133892,135181,136589,138452,138423,139221,139189,139629,140148,140465,140360,139756,140867,140667,140990,139123,137988,137041,138210,139458,139879,139830,140494,142279,142820,143096,141857,142875,144803,146688,147532,146307,146189,145490,146918,147184,147226,146129,146973,149236,150069,150021,148767,150582,150949,152359,151264,151961,152703,154677,155446,154946,155095,155451,155559,155749,157997,158823,159973,159198,160364,161802,163480,163360,163041,163276,166169,166031,164894,165052,165603,166244,165344,164449,165308,166838,170323,171925,171819,170922,171029,172768,173966,176937,175088,175878,176936,179968,179778,178115,176322,181242,183686,183538,181421,184361,188384,190481,191769,191707,193202,196610,200491,200385,201883,204430
394998,23,"Portland, OR",Msa,OR,276649,277459,276360,275770,272291,267598,265189,263906,260882,256616,254769,253055,254202,248921,246623,242824,241559,241774,241594,238806,239003,241176,242076,243097,243605,242030,240049,240401,243126,245997,244433,244138,243999,242889,239378,234586,233231,232119,230959,228552,226366,225205,224749,226377,225283,225452,224525,226308,228951,231216,233893,234134,234176,234017,236919,238985,242322,245264,246740,249432,249408,252455,252859,256901,259913,262885,263883,264353,263417,263501,267041,269540,271781,271327,273386,275799,277404,280123,280890,282290,283455,284685,286215,286275,287994,289987,292910,295316,297131,298209,300321,303786,309446,311685,313580,316381,321867,325390,327858,328092,331772,334787,338633,341709,343222,346453,347296,351166,353439,357814,360075,364552,366030,368874,370487,371423,373463,377965,382785,383952,383691,384809,387632,387059,389594,388223,389626,389378,390434,390303,392816,393141,394561,395290,396847,398241,398193,398566,398984,404365,408155,412491,411888,414716,414944,413228,411972,415484,427075,433065,438476,442108,446331,450252,456810,462679,470582,480213,489094
394458,24,"Charlotte, NC",Msa,NC,178738,177557,175724,175386,174199,172695,171672,170053,169961,167037,166237,164528,164196,162377,161998,159926,158484,157286,156824,156645,156322,158330,158193,158847,158897,160798,161562,161346,162915,165393,165068,166034,162921,163675,162021,162249,159547,158278,157953,159609,159340,157922,158390,158280,161193,160721,163790,164473,166548,167108,168165,167145,167181,167705,168923,169325,170259,171998,173680,175109,176547,177926,179505,181792,184912,186103,187868,188294,190291,191191,190118,189519,188910,191102,191346,192562,190394,192421,192400,193944,193801,193526,196602,198999,201024,200784,201261,201135,202549,201103,200332,201839,202381,203763,202713,203641,205879,207720,209900,211872,214656,216978,219304,220161,219913,221964,221539,224835,225725,227616,228826,230502,231187,232678,234254,236295,239983,241424,245342,244278,245250,245555,247100,246424,247452,246824,249175,251373,255370,256476,257761,257556,258535,260748,262718,265458,264778,265965,265272,266780,268968,272307,276351,278216,280527,276703,275162,276488,286488,290043,293941,296866,298306,300629,302018,306730,310399,318309,324485
395045,25,"Sacramento, CA",Msa,CA,323746,314544,307495,298868,293334,286763,283476,277910,273331,265847,260089,255713,246996,248651,246502,246824,244746,244037,240142,235801,232790,233628,234323,234854,229815,229236,229832,231416,229027,227993,226263,232084,232520,232155,229715,226779,225327,221184,219518,215824,216821,216208,213700,207233,203960,204194,206741,206241,208054,208433,209900,211987,215716,219794,224661,230791,237562,243525,245866,251883,256134,263830,270211,276279,279803,282329,284765,288057,288512,289360,291342,295710,298207,301942,303150,305929,306554,308600,310144,309522,312378,314027,321555,320364,322801,319927,321411,320603,321510,322781,325569,330742,334920,338804,338207,340820,342960,346754,348768,350726,354650,357420,359745,359966,360686,362521,362929,366176,366874,371665,374532,379403,381684,384568,389107,391841,394728,394385,397657,398895,401791,402248,403468,403196,403004,403643,403029,406280,406142,408462,409233,409998,413270,415027,417824,418198,419774,417793,416987,420109,426370,434568,437679,437693,435251,430848,429994,436910,449814,457655,465623,470577,474878,477270,483761,493268,503567,516738,526937
395055,26,"San Antonio, TX",Msa,TX,151403,151634,152233,150592,149781,148306,149168,149212,148844,148597,148399,149625,150004,150507,149578,150785,149252,149457,147328,147298,147226,147675,148199,147383,146804,145724,146408,147955,152722,154794,155831,155266,155792,155796,155029,153772,152486,151361,150044,150394,149436,151615,152772,153475,153886,152945,154439,155310,157572,159738,160874,160370,159452,158571,159983,162287,162831,162842,162554,163305,164729,165646,168020,170261,172556,171957,171497,171153,172960,174425,174889,175104,175909,176887,177016,176903,176943,180226,181937,184839,184534,186003,187190,189407,189304,189055,189901,191023,192209,191164,191313,189857,190961,192944,195439,197513,198449,200166,200357,201817,202422,204664,205748,206615,206168,204749,205302,204835,207347,207861,209893,209405,210222,211073,211837,214304,217677,221370,221012,220792,220146,221994,222266,223414,224343,223271,223573,223341,224145,224055,224692,226656,227136,228312,228883,229378,230028,229938,231693,232350,233582,233985,236036,237825,239550,239709,239727,241432,246352,250136,252148,255247,257421,260677,263192,265427,268558,272270,276743
394943,27,"Orlando, FL",Msa,FL,228987,227236,222949,218242,213763,209768,204553,200449,196413,194375,191851,187241,180977,170929,166195,163073,160818,159088,157155,155276,151729,148287,143703,140934,141826,143821,144241,143287,140421,135742,134569,131140,131081,126521,125926,127327,130943,132369,130745,128706,127766,127490,127636,128962,130383,133340,133799,134960,132253,133527,135409,138989,140294,143197,144949,147954,149576,151516,155336,156973,162389,163871,168114,170268,173739,176399,178890,180154,181073,182142,183862,186486,189079,190376,190075,190937,192743,194363,194175,194786,197351,199454,199966,200328,199445,201019,201224,202756,203706,205196,208056,210696,212025,213601,213321,213958,214284,216389,218883,220800,222039,222208,222852,224187,226196,226790,228998,231843,235202,235114,236130,236163,237359,238958,240690,242138,241975,244570,245739,246921,247380,249648,250429,251249,252036,253998,255307,256332,256866,257899,260543,262035,262056,262308,264693,266346,269557,269179,270490,271053,274720,276176,277094,273957,274012,274274,273455,271687,277475,279854,281524,284584,285834,287964,289959,295556,299651,303345,307241
394466,28,"Cincinnati, OH",Msa,OH,145985,146996,147727,148031,148076,147387,145949,144818,143871,142586,142191,142463,144766,143369,141710,138941,136181,135450,136473,137977,138412,139271,140075,140568,140456,138692,137150,139239,142340,144948,146008,144682,145013,145459,144849,142477,141287,141773,144732,145927,146005,143305,141457,142215,142245,142002,139357,138984,139826,141095,141270,140310,140795,141328,142065,141790,142825,145150,148255,150194,151389,151902,151694,151723,150625,151252,151061,150749,149974,146987,145328,144250,144298,144478,145311,146754,148565,148472,149202,149987,150507,151628,151810,153106,152123,152993,151672,152231,150838,152143,152018,151682,152195,152446,154494,153869,156284,156533,158787,159228,158966,158743,159397,161237,161780,163123,162953,163439,162723,162743,163613,164338,167491,168873,170334,170851,172110,173364,173997,175134,175345,176170,175450,174730,174612,174180,174563,175269,175818,177057,178164,180135,181155,183706,184413,185548,185076,186128,185604,187531,190016,193010,196556,198179,199782,197493,194864,194038,202942,204910,207809,209260,210425,210923,211300,212683,214827,219094,224771
394475,29,"Cleveland, OH",Msa,OH,131515,131324,131449,131864,131817,131348,130032,128973,129338,127463,126358,124315,126701,125677,124673,122151,120574,120231,120345,120784,119143,120632,122186,126247,124871,124989,124008,125530,126716,126677,127786,127768,128796,129836,128577,125864,123494,123555,124480,124321,123581,124006,124393,125345,124250,123149,122639,120956,123518,122851,124651,124319,126812,126164,126292,125289,127436,127212,129098,130328,130075,130443,130425,131487,129214,129968,128168,127723,123853,123975,122181,124163,124728,125535,124623,124016,125472,124494,125338,126314,129403,129169,128073,127536,127938,129339,128311,129812,130354,131597,132211,130935,131141,130885,132735,131605,131399,130633,133416,133365,133151,132617,132272,133762,133614,134969,136444,137059,137654,138333,138944,140271,139650,140489,141464,143696,144861,143625,142194,141960,143381,142751,141924,140047,141258,142709,143456,143019,142248,145311,146231,148487,147208,149857,150983,152646,154202,152340,151300,151382,152723,155832,158608,161847,164119,164316,161965,159541,165040,167770,170220,172221,173826,172812,173140,172361,173720,175254,179469
394735,30,"Kansas City, MO",Msa,MO,154398,152957,153053,151720,150305,149300,149398,148259,147143,145429,145814,145351,145444,145831,144547,145720,146771,147603,147044,147305,148479,149511,148181,148297,147844,149548,149505,148058,147443,146958,145455,145224,144279,144954,144453,143364,140089,136536,136219,137790,138350,137190,138619,140390,139748,138973,140385,142565,144539,145839,146731,146175,146991,150021,150821,150021,151160,151049,151565,151367,153365,156145,157414,159329,159373,159175,160386,162194,162990,164704,164313,163479,161944,161744,163045,164916,166739,167807,166947,167800,169134,170114,170672,171937,173674,174458,174402,172955,172851,172754,174398,175458,176774,177429,177789,177952,179714,181541,183477,184844,186195,188169,190435,190009,190225,189155,192274,193305,194089,194637,196955,199572,200971,201796,201076,202464,203761,207656,209114,210876,211272,210949,209942,209673,209416,208315,210404,213369,215447,216647,216471,218388,219856,222783,225105,224124,223910,222658,222371,222870,226770,230315,232488,235053,236528,237007,236349,240032,245662,250623,253792,255699,255638,255941,258435,259827,262631,265695,269957
394775,31,"Las Vegas, NV",Msa,NV,267205,262204,258387,253849,248877,242997,238054,231488,226549,219954,214185,207351,201978,195711,187456,181200,174972,170747,165339,162379,157709,156011,152949,152546,152305,150521,149553,146436,145469,143811,143169,142691,142307,141773,141082,138690,137864,135804,134415,135614,135168,134971,133924,133389,132845,131074,131040,131589,132967,134757,136673,137724,139371,141525,143984,146919,150448,155947,159536,163960,168116,172795,175909,178455,181891,184721,187219,188211,189396,191205,193628,195731,194929,194745,195633,197796,199825,201758,204089,206247,208628,208916,209429,209608,211683,213480,216575,219364,221666,222222,223068,224751,224932,224276,223202,222582,223713,224681,224071,222368,221278,222330,223746,225475,227464,233630,238644,244308,245908,247591,250573,255234,259095,261533,263067,264531,268283,268879,271847,273393,278899,283676,286601,287131,287106,290631,294142,297597,299036,301667,302126,301804,299919,298018,296464,295702,301074,304499,306407,307612,308442,308962,310611,311327,311037,310307,311695,312781,318474,318050,319220,321687,324968,328340,331386,335697,340841,346521,350890
394492,32,"Columbus, OH",Msa,OH,151528,154206,154756,153260,152192,151562,151406,149682,149066,148156,147057,147366,149307,146741,144753,145761,145847,146707,147006,149471,148457,150334,152865,154062,154387,151818,152691,154355,156389,156568,155947,154684,157318,156042,154912,151983,154275,153381,153731,151474,149899,147689,147704,149267,149049,148165,145538,145483,146650,148641,148326,148293,149029,150237,149084,147788,148024,149509,150818,151824,150807,150964,152327,155659,157433,157469,157027,156930,155998,155589,154321,154516,155284,156289,156972,156078,155514,155931,157938,159088,161082,160117,162356,162820,163411,165161,165940,167257,167495,168420,169239,169619,168677,169935,170339,171359,172171,170859,169554,169864,172129,175221,175385,176827,176380,177629,176526,177944,179020,182277,183729,185134,184967,185544,187916,189520,193886,196448,199622,198757,196470,194137,197070,198179,200443,198884,199983,200672,202089,201505,202972,203119,207456,210384,213130,212011,212372,210933,212999,214625,215881,218416,223332,227912,228573,225747,220275,219557,228149,232655,233165,234698,235833,237253,235906,236192,237812,242670,248637
394705,33,"Indianapolis, IN",Msa,IN,126517,123683,123161,122287,122253,120065,119839,118889,118708,117676,116401,115659,113324,116505,117580,119489,119765,121352,120611,120636,120423,121173,122379,124596,125460,126630,124910,122669,121030,122422,124008,125713,126845,126996,128401,125497,124936,121117,121214,122017,123828,125135,124674,124824,122857,123865,123006,126202,126798,129534,130522,129044,127887,124930,125521,125984,128148,128871,128254,128185,127810,129191,130068,132432,133365,134144,134605,134546,136745,136787,139907,138132,138196,135572,136826,138123,141182,142707,144017,144801,144301,144781,143096,145349,146553,149721,150081,150299,149846,150376,148659,148614,148138,149713,150932,151341,152097,152481,152656,153506,153567,155769,157345,158424,158979,159093,160984,162071,162781,163378,163338,164059,164337,164899,166959,168702,170360,171595,172721,174659,175861,176736,178854,178857,178557,177396,178052,181056,183429,186387,186618,185905,185972,186861,190266,192380,196403,195950,197253,196875,200486,200981,203537,207831,211858,213427,211449,211400,215518,220196,222527,225279,225473,227871,230027,231262,232580,235484,239692
395059,34,"San Jose, CA",Msa,CA,703622,683557,662477,640278,622945,604237,585063,565538,544479,533652,529295,518557,495713,495779,507261,514315,517125,518286,522551,528765,537535,539104,534210,539016,531689,534763,523145,523597,521499,530422,537136,540319,543058,532773,529315,526957,523046,516078,513149,511410,513337,507933,501967,499863,496044,498609,499189,502390,510668,519705,531986,544152,556062,562006,565714,575412,588539,606067,614414,622133,632990,644809,654352,655567,656469,664815,674729,683245,685617,688800,697956,706981,710906,707374,707297,704940,711615,716960,729664,735239,740155,741427,745266,753512,756113,766529,776072,796542,810569,812703,808781,805494,813605,819110,821859,813954,822750,829026,835906,835220,831185,841628,846955,857106,860725,871213,872841,874097,872930,880677,894146,908791,924033,949179,965595,993084,1010348,1027411,1056708,1094372,1118770,1124612,1108511,1099243,1100221,1084717,1095326,1073563,1067655,1055025,1042849,1034744,1021602,1030457,1047731,1058652,1049436,1035298,1013661,1032670,1039365,1046973,1059858,1067546,1084283,1076279,1073651,1078703,1105583,1133245,1156755,1163808,1175349,1189796,1198905,1209535,1219454,1241829,1260839
394355,35,"Austin, TX",Msa,TX,192160,193723,192157,190672,190548,190231,190265,190961,189346,190034,188200,189686,189583,188373,189786,188448,186139,184631,185186,185342,187474,186969,188537,187929,188685,186953,187050,193066,196597,199193,196240,193849,193784,193653,195492,192326,190776,189905,190986,188237,188366,189103,193464,194460,194013,192233,191758,195120,198392,201352,202871,204068,205456,205289,205232,205855,208191,212194,214059,215940,216951,219137,219207,220150,218976,221130,222194,225427,226282,226697,229318,231545,233363,233436,235628,238185,242600,244659,247005,247636,248818,251647,251999,253464,255082,258655,260157,262266,262735,264198,264401,266330,268868,270514,272462,274072,275784,276793,278254,279034,281104,282324,285514,288436,290494,290054,290218,291760,293548,293552,294176,294769,293850,294297,294419,296788,298648,302657,305833,304728,305043,304869,307406,307632,311343,310872,310872,308461,308915,310651,308708,308772,307080,313610,315872,317553,318737,319001,322060,323998,328022,329931,333500,332858,326465,321551,320939,330627,344860,353310,360662,371910,380502,389804,400041,413788,433020,448157,462254
395194,36,"Virginia Beach, VA",Msa,VA,226770,226139,225926,226203,226933,225592,225793,225995,226336,224323,221824,222353,225082,227617,227597,225700,223536,224097,224258,223238,222665,224476,228589,229833,226683,224153,224478,227469,229492,231308,231331,232042,231246,231673,229996,226415,223110,220838,219985,217834,216956,216447,213289,213078,213724,214257,213670,213463,218070,220000,219780,218826,218396,220376,224086,224795,225352,225294,226195,225092,222051,221500,223687,225934,227510,224733,223549,221919,220689,218457,217667,220886,223659,224431,224691,223053,222313,221721,222515,225199,225736,226824,226329,226285,225558,227067,225795,229574,230492,233916,231593,229350,229951,232257,233873,233383,234516,235383,236220,234583,235231,235531,238419,240161,241706,240880,240011,239596,240491,239141,240861,240364,241884,239918,240036,240606,241296,242866,245096,247164,245091,245165,243977,244243,241977,241720,243767,245502,245902,244628,246563,245885,248570,248632,250849,251514,253746,253772,252691,251506,252733,256348,257847,261528,261388,264107,261727,262580,266528,269412,271658,274188,275668,276129,276667,276905,279309,280522,284764
394902,37,"Nashville, TN",Msa,TN,169575,170473,171195,170479,169352,168937,168153,167827,166460,165638,166090,165310,166268,163420,161678,159917,158200,156392,156439,157758,159613,159602,158834,159494,160481,161288,160937,163369,165841,168067,169028,166551,164214,164362,163014,162915,161990,161648,161122,161540,164345,164383,162248,161342,164076,165991,167242,166881,167705,169605,170127,171448,170359,171011,172607,175079,176555,175480,176958,176381,179495,179890,182788,183430,183393,184661,185739,186773,186077,186326,186858,188634,188953,189031,190832,191398,194514,193690,194960,196287,198095,200513,201941,204498,205503,207170,207979,209425,210097,212954,214649,216800,218723,221368,222672,223045,224870,227976,229845,232860,234023,236808,239769,241341,242879,243492,246042,250130,252403,254837,256241,257204,259439,263017,264873,267912,268426,271534,273656,274220,275888,275912,278156,280328,282430,279671,278946,278708,283611,285666,287873,288825,289412,292119,294565,295305,298257,298711,300131,304184,308202,311708,310471,311000,311544,310253,305920,306032,315106,319996,323930,326392,327042,328878,334352,339442,344681,350766,358980
395005,38,"Providence, RI",Msa,RI,257032,254416,252188,249189,244025,239213,236982,234380,232677,227495,223844,221756,220704,220164,218532,217047,218364,218472,217576,216837,215292,217745,219551,220424,220964,218520,217448,217443,220276,223043,222917,222597,223149,223438,222404,219522,212702,211538,210461,211540,206881,206863,204532,204151,199545,199135,199216,200950,202958,203285,203463,203162,204818,202549,202799,204479,209890,208721,208686,207392,210133,212244,215063,216287,216950,217196,216732,215664,214461,217298,218320,219482,219666,218959,219219,218159,218668,219623,224242,226877,227631,226825,226264,227735,225339,228050,228681,231818,232937,234150,234725,232960,234578,236798,240088,241821,243390,244286,243084,244324,245502,247127,246021,248640,249183,250758,250177,249864,252354,252198,256604,256725,259300,261022,262210,264004,265194,265541,267105,267451,268577,267852,268783,269673,269766,267945,269022,270050,272177,272290,275028,277183,279999,284581,286793,288516,288272,287791,287286,290553,291561,297021,299160,305125,307498,308905,304856,304660,314522,320280,324991,326941,330449,331832,334481,334948,337787,341065,349174
394862,39,"Milwaukee, WI",Msa,WI,185992,189389,189324,189261,188176,187340,186782,185194,184302,182778,181292,180209,185439,181184,181495,177789,176709,174767,174039,173953,174752,176252,177447,178974,178269,176627,173425,176863,179319,182214,182242,183222,180365,178746,178399,176222,172390,167739,167804,168197,165556,164116,163574,164249,167050,166557,163285,161105,163684,166951,167586,164241,166063,167477,168276,163466,159000,158763,161101,163390,165579,167295,169890,171891,171712,169711,168415,170169,171924,173688,175191,177290,173990,172107,169862,174137,175288,178157,178227,182509,184899,183843,181662,179652,182735,185952,187371,185439,185032,183204,185614,182131,184739,184170,186727,186633,187545,186213,186500,183738,183378,186247,188606,189721,185672,189181,189596,192596,190507,193397,194294,196502,197879,196844,196889,197579,200475,198934,198677,196081,198843,198438,203454,208808,211598,210030,207072,209977,210486,209808,207829,210890,211482,211027,205924,200905,199344,200522,201456,201713,201000,204022,205947,208861,211607,213442,213072,213167,217596,219334,221729,221709,223447,223707,225326,224305,223722,224806,228751
394714,40,"Jacksonville, FL",Msa,FL,194347,195239,194566,193996,191739,191055,188905,186994,185259,183021,182735,179658,179321,175119,174488,174633,173660,169436,168145,166486,166448,166897,166737,167880,169912,167259,164368,157904,158684,160318,161342,162899,160699,160474,155304,156231,154865,156926,153381,155700,153994,155774,155232,154192,155588,152357,153796,149861,152370,152374,157225,158329,159764,157402,159495,161827,163177,168097,168144,170780,172237,175559,179230,180417,184524,188075,188483,187925,188388,190528,193586,197857,198645,200714,198973,200335,198743,199464,199902,201034,202930,201635,204634,204008,205939,203548,203967,203038,202742,202199,204476,207249,208345,209743,207359,206930,204207,205949,207305,210276,213155,213601,214142,213422,214250,213459,213475,214395,217959,221342,222773,224299,222844,225318,225054,226607,227740,231363,235704,237435,238457,237870,240192,239562,241411,240643,242568,245514,247552,247174,246891,247289,248527,247691,247142,248547,251487,253008,252928,252257,253487,257042,260254,261570,259069,258638,258720,261491,265523,267669,270556,273673,275908,277103,278371,281298,286859,292275,296776
394849,41,"Memphis, TN",Msa,TN,145921,145735,145716,145818,146422,145010,143511,142695,143008,144668,144494,144290,144086,145199,145983,146820,144036,144209,142983,143062,141968,140558,141090,141524,141325,140712,139097,137447,139703,141551,145264,145570,144802,141328,139861,138222,138305,134323,133644,132145,132552,132857,134607,135609,137212,138868,137571,138018,139417,140241,139495,138954,138908,138005,135420,133134,132525,133932,138314,139272,139664,141886,144318,147813,148845,149994,149962,152350,153093,153463,149278,149659,147808,149433,148772,150408,149512,150018,149138,148333,147852,149073,153904,154376,156527,154427,155096,151380,152153,153123,156233,156822,156431,155328,154644,155183,154871,155975,158105,159691,160842,158604,159867,161142,163848,162646,162339,162021,164300,163076,162723,164012,165658,167909,166938,167935,167989,172536,169771,170310,167780,173278,173590,174322,172601,173278,174172,174523,174727,174085,179756,181387,182947,181033,183802,186582,188462,185705,183295,184202,188316,192574,197038,198748,202829,201813,201203,198394,205043,209709,214633,217095,217545,217607,216025,217911,218710,223627,227019
394935,42,"Oklahoma City, OK",Msa,OK,121833,123034,124070,122928,124111,123866,125119,123740,124139,124185,125534,126058,126142,125401,124159,126570,125442,126083,124824,125805,125645,124755,124328,124814,127472,126616,127052,126467,127285,128366,128448,131203,131176,133450,131696,130721,129392,130565,131770,132666,131653,130213,130738,130077,131694,132436,134041,134330,134738,136401,136365,135840,136384,138699,141430,142432,141864,141162,141386,142662,143372,142301,142187,143917,146222,146618,144779,144349,145564,146383,147409,148781,151333,152749,153127,153213,152942,153497,154979,156761,157929,157310,157532,156121,155679,155620,158218,159453,159727,159130,159194,158269,157285,159034,159202,160292,159711,160797,160217,160971,161569,162079,162734,163731,165262,164931,165263,165077,164856,164607,165378,165403,166120,166443,165640,165687,166185,167202,167270,167333,169003,170170,168338,168991,167817,171209,173050,174509,174610,176621,179951,183018,184244,184717,188067,186912,186845,185258,186361,188388,190299,191364,192162,192688,194338,195581,196501,199094,202885,205281,206626,207236,208571,209739,210767,212233,213454,215441,216848
394807,43,"Louisville-Jefferson County, KY",Msa,KY,139412,139475,139249,139136,138452,138035,138976,138176,137850,136594,135663,134205,136000,135751,136694,135525,135618,135520,135475,135667,136165,136697,138531,140458,140616,141355,140241,141954,143407,144795,143016,145027,145194,147270,146251,145896,143727,141578,141367,142491,142402,141887,141631,140641,140328,140686,141854,144066,145149,145503,143280,140111,138577,139505,142887,144928,146952,144702,142999,140569,140421,142087,144913,147644,148224,147908,145872,146186,143820,145119,144448,145283,145343,144520,144870,145027,147488,149141,150146,149298,149886,149963,153164,154454,156605,158111,158945,157757,155586,152904,153835,153539,156686,157872,158460,158969,158308,159233,158632,161614,163907,167417,167117,168623,166639,167073,166062,167144,168449,169211,171261,171243,171736,172606,174193,176278,177197,178306,178756,178848,179673,180387,180389,180231,179845,178805,179311,180379,183915,185950,188778,188995,188548,189484,191956,193795,193022,192419,193075,192570,195152,195160,198129,198636,202024,201298,202205,203824,207311,210735,212538,214831,214067,215906,215410,218098,218876,222167,223607
394669,44,"Hartford, CT",Msa,CT,241590,241822,239310,236256,236232,234976,235157,231309,227890,223110,221746,221349,224146,221630,223928,224785,222168,219880,216769,219059,222152,226644,228220,228488,224694,224123,221627,224166,224969,227579,229492,231351,231977,231720,228017,224136,223247,220858,219470,214981,213941,214879,212885,210881,205522,204614,207835,211663,211984,211262,211515,214290,214740,211085,212008,211453,215708,213796,209062,204932,207446,211810,214983,213474,213914,214061,214952,212753,209997,211362,216949,217641,213146,209181,208016,210978,209998,211992,208861,211695,211896,210784,204975,207835,211127,213682,211046,208264,208676,208879,210302,210366,212730,214783,218772,214926,214146,212993,217605,218611,218826,218978,220137,220954,218704,219484,217564,219325,218558,220736,220248,220722,219875,219855,220262,220152,220757,220140,224458,227196,228769,225391,224489,225046,228471,225921,224013,219636,221279,220085,219933,219040,221053,224783,226523,227403,226434,225188,224101,227675,228638,231578,231430,235760,238281,240119,238182,238084,242503,247539,252134,254567,256266,258105,261112,261475,262357,264003,269163
