"RegionID","SizeRank","RegionName","RegionType","StateName","Date","MedianSalePrice"
394475,29,"Cleveland, OH","Msa","OH","8/31/2010",134750
394735,30,"Kansas City, MO","Msa","MO","8/31/2010",153950
394775,31,"Las Vegas, NV","Msa","NV","8/31/2010",145000
394492,32,"Columbus, OH","Msa","OH","8/31/2010",164700
394705,33,"Indianapolis, IN","Msa","IN","8/31/2010",127900
395059,34,"San Jose, CA","Msa","CA","8/31/2010",540000
394355,35,"Austin, TX","Msa","TX","8/31/2010",200346
395194,36,"Virginia Beach, VA","Msa","VA","8/31/2010",237900
394902,37,"Nashville, TN","Msa","TN","8/31/2010",173890
395005,38,"Providence, RI","Msa","RI","8/31/2010",232500
394862,39,"Milwaukee, WI","Msa","WI","8/31/2010",195000
394714,40,"Jacksonville, FL","Msa","FL","8/31/2010",168300
394849,41,"Memphis, TN","Msa","TN","8/31/2010",153000
394935,42,"Oklahoma City, OK","Msa","OK","8/31/2010",128000
394807,43,"Louisville-Jefferson County, KY","Msa","KY","8/31/2010",150850
394669,44,"Hartford, CT","Msa","CT","8/31/2010",240000
395022,45,"Richmond, VA","Msa","VA","8/31/2010",220000
394910,46,"New Orleans, LA","Msa","LA","8/31/2010",170000
394425,47,"Buffalo, NY","Msa","NY","8/31/2010",128000
395012,48,"Raleigh, NC","Msa","NC","8/31/2010",199000
394388,49,"Birmingham, AL","Msa","AL","8/31/2010",160000
395053,50,"Salt Lake City, UT","Msa","UT","8/31/2010",220000
395031,51,"Rochester, NY","Msa","NY","8/31/2010",131200
394640,52,"Grand Rapids, MI","Msa","MI","8/31/2010",119000
395167,53,"Tucson, AZ","Msa","AZ","8/31/2010",168000
753924,54,"Urban Honolulu, HI","Msa","HI","8/31/2010",465758
395169,55,"Tulsa, OK","Msa","OK","8/31/2010",134750
394619,56,"Fresno, CA","Msa","CA","8/31/2010",180000
395238,57,"Worcester, MA","Msa","MA","8/31/2010",230000
394415,58,"Stamford, CT","Msa","CT","8/31/2010",475000
394312,59,"Albuquerque, NM","Msa","NM","8/31/2010",180500
394308,60,"Albany, NY","Msa","NY","8/31/2010",180000
394938,61,"Omaha, NE","Msa","NE","8/31/2010",136000
394908,62,"New Haven, CT","Msa","CT","8/31/2010",250000
394357,63,"Bakersfield, CA","Msa","CA","8/31/2010",145000
394753,64,"Knoxville, TN","Msa","TN","8/31/2010",150550
394653,65,"Greenville, SC","Msa","SC","8/31/2010",143000
394952,66,"Ventura, CA","Msa","CA","8/31/2010",396000
394318,67,"Allentown, PA","Msa","PA","8/31/2010",195000
394561,68,"El Paso, TX","Msa","TX","8/31/2010",134950
394367,69,"Baton Rouge, LA","Msa","LA","8/31/2010",171000
394521,70,"Dayton, OH","Msa","OH","8/31/2010",130000
394843,71,"McAllen, TX","Msa","TX","8/31/2010",106000
394486,72,"Columbia, SC","Msa","SC","8/31/2010",146450
394648,73,"Greensboro, NC","Msa","NC","8/31/2010",144000
394304,74,"Akron, OH","Msa","OH","8/31/2010",125750
753906,75,"North Port-Sarasota-Bradenton, FL","Msa","FL","8/31/2010",170000
394798,76,"Little Rock, AR","Msa","AR","8/31/2010",154950
395134,77,"Stockton, CA","Msa","CA","8/31/2010",175000
394457,78,"Charleston, SC","Msa","SC","8/31/2010",209000
395143,79,"Syracuse, NY","Msa","NY","8/31/2010",127700
394484,80,"Colorado Springs, CO","Msa","CO","8/31/2010",224000
395235,81,"Winston-Salem, NC","Msa","NC","8/31/2010",133000
395224,82,"Wichita, KS","Msa","KS","8/31/2010",129000
395115,83,"Springfield, MA","Msa","MA","8/31/2010",2e+05
394440,84,"Fort Myers, FL","Msa","FL","8/31/2010",119000
394399,85,"Boise City, ID","Msa","ID","8/31/2010",135565
395160,86,"Toledo, OH","Msa","OH","8/31/2010",107500
394816,87,"Madison, WI","Msa","WI","8/31/2010",215000
394766,88,"Lakeland, FL","Msa","FL","8/31/2010",105250
394931,89,"Ogden, UT","Msa","UT","8/31/2010",189000
394528,90,"Daytona Beach, FL","Msa","FL","8/31/2010",135000
394531,91,"Des Moines, IA","Msa","IA","8/31/2010",155500
394711,92,"Jackson, MS","Msa","MS","8/31/2010",143000
394352,94,"Augusta, GA","Msa","GA","8/31/2010",145000
394666,96,"Harrisburg, PA","Msa","PA","8/31/2010",165000
395006,100,"Provo, UT","Msa","UT","8/31/2010",189900
394602,159,"Fort Collins, CO","Msa","CO","8/31/2010",222000
394913,1,"New York, NY","Msa","NY","9/30/2010",NA
753899,2,"Los Angeles-Long Beach-Anaheim, CA","Msa","CA","9/30/2010",405000
394463,3,"Chicago, IL","Msa","IL","9/30/2010",206000
394514,4,"Dallas-Fort Worth, TX","Msa","TX","9/30/2010",152000
394974,5,"Philadelphia, PA","Msa","PA","9/30/2010",229000
394692,6,"Houston, TX","Msa","TX","9/30/2010",156000
395209,7,"Washington, DC","Msa","DC","9/30/2010",334950
394856,8,"Miami-Fort Lauderdale, FL","Msa","FL","9/30/2010",165000
394347,9,"Atlanta, GA","Msa","GA","9/30/2010",140000
394404,10,"Boston, MA","Msa","MA","9/30/2010",330000
395057,11,"San Francisco, CA","Msa","CA","9/30/2010",435000
394532,12,"Detroit, MI","Msa","MI","9/30/2010",107500
395025,13,"Riverside, CA","Msa","CA","9/30/2010",205000
394976,14,"Phoenix, AZ","Msa","AZ","9/30/2010",144000
395078,15,"Seattle, WA","Msa","WA","9/30/2010",305000
394865,16,"Minneapolis-St Paul, MN","Msa","MN","9/30/2010",193000
395056,17,"San Diego, CA","Msa","CA","9/30/2010",375000
395121,18,"St. Louis, MO","Msa","MO","9/30/2010",150000
395148,19,"Tampa, FL","Msa","FL","9/30/2010",135000
394358,20,"Baltimore, MD","Msa","MD","9/30/2010",265000
394530,21,"Denver, CO","Msa","CO","9/30/2010",246825
394982,22,"Pittsburgh, PA","Msa","PA","9/30/2010",132500
394998,23,"Portland, OR","Msa","OR","9/30/2010",247000
394458,24,"Charlotte, NC","Msa","NC","9/30/2010",169000
395045,25,"Sacramento, CA","Msa","CA","9/30/2010",232000
395055,26,"San Antonio, TX","Msa","TX","9/30/2010",154379
394943,27,"Orlando, FL","Msa","FL","9/30/2010",130000
394466,28,"Cincinnati, OH","Msa","OH","9/30/2010",146000
394475,29,"Cleveland, OH","Msa","OH","9/30/2010",129500
394735,30,"Kansas City, MO","Msa","MO","9/30/2010",148000
394775,31,"Las Vegas, NV","Msa","NV","9/30/2010",148000
394492,32,"Columbus, OH","Msa","OH","9/30/2010",149900
394705,33,"Indianapolis, IN","Msa","IN","9/30/2010",128000
395059,34,"San Jose, CA","Msa","CA","9/30/2010",540000
394355,35,"Austin, TX","Msa","TX","9/30/2010",195000
395194,36,"Virginia Beach, VA","Msa","VA","9/30/2010",235000
394902,37,"Nashville, TN","Msa","TN","9/30/2010",169000
395005,38,"Providence, RI","Msa","RI","9/30/2010",225000
394862,39,"Milwaukee, WI","Msa","WI","9/30/2010",186000
394714,40,"Jacksonville, FL","Msa","FL","9/30/2010",165000
394849,41,"Memphis, TN","Msa","TN","9/30/2010",150000
394935,42,"Oklahoma City, OK","Msa","OK","9/30/2010",133000
394807,43,"Louisville-Jefferson County, KY","Msa","KY","9/30/2010",145000
394669,44,"Hartford, CT","Msa","CT","9/30/2010",231100
395022,45,"Richmond, VA","Msa","VA","9/30/2010",199725
394910,46,"New Orleans, LA","Msa","LA","9/30/2010",159500
394425,47,"Buffalo, NY","Msa","NY","9/30/2010",133000
395012,48,"Raleigh, NC","Msa","NC","9/30/2010",204500
394388,49,"Birmingham, AL","Msa","AL","9/30/2010",157000
395053,50,"Salt Lake City, UT","Msa","UT","9/30/2010",209900
395031,51,"Rochester, NY","Msa","NY","9/30/2010",127500
394640,52,"Grand Rapids, MI","Msa","MI","9/30/2010",127700
395167,53,"Tucson, AZ","Msa","AZ","9/30/2010",168000
753924,54,"Urban Honolulu, HI","Msa","HI","9/30/2010",482500
395169,55,"Tulsa, OK","Msa","OK","9/30/2010",133250
394619,56,"Fresno, CA","Msa","CA","9/30/2010",183250
395238,57,"Worcester, MA","Msa","MA","9/30/2010",225000
394415,58,"Stamford, CT","Msa","CT","9/30/2010",420000
394312,59,"Albuquerque, NM","Msa","NM","9/30/2010",179000
394308,60,"Albany, NY","Msa","NY","9/30/2010",195000
394938,61,"Omaha, NE","Msa","NE","9/30/2010",128500
394908,62,"New Haven, CT","Msa","CT","9/30/2010",222500
394357,63,"Bakersfield, CA","Msa","CA","9/30/2010",140000
394753,64,"Knoxville, TN","Msa","TN","9/30/2010",140000
394653,65,"Greenville, SC","Msa","SC","9/30/2010",152250
394952,66,"Ventura, CA","Msa","CA","9/30/2010",410000
394318,67,"Allentown, PA","Msa","PA","9/30/2010",190500
394561,68,"El Paso, TX","Msa","TX","9/30/2010",133750
394367,69,"Baton Rouge, LA","Msa","LA","9/30/2010",175000
394521,70,"Dayton, OH","Msa","OH","9/30/2010",118000
394843,71,"McAllen, TX","Msa","TX","9/30/2010",110000
394486,72,"Columbia, SC","Msa","SC","9/30/2010",145920
394648,73,"Greensboro, NC","Msa","NC","9/30/2010",128500
394304,74,"Akron, OH","Msa","OH","9/30/2010",111198
753906,75,"North Port-Sarasota-Bradenton, FL","Msa","FL","9/30/2010",160000
394798,76,"Little Rock, AR","Msa","AR","9/30/2010",146666
395134,77,"Stockton, CA","Msa","CA","9/30/2010",195000
394457,78,"Charleston, SC","Msa","SC","9/30/2010",205360
395143,79,"Syracuse, NY","Msa","NY","9/30/2010",125000
394484,80,"Colorado Springs, CO","Msa","CO","9/30/2010",216250
395235,81,"Winston-Salem, NC","Msa","NC","9/30/2010",135000
395224,82,"Wichita, KS","Msa","KS","9/30/2010",117500
395115,83,"Springfield, MA","Msa","MA","9/30/2010",186500
394440,84,"Fort Myers, FL","Msa","FL","9/30/2010",120000
394399,85,"Boise City, ID","Msa","ID","9/30/2010",130700
395160,86,"Toledo, OH","Msa","OH","9/30/2010",103000
394816,87,"Madison, WI","Msa","WI","9/30/2010",199500
394766,88,"Lakeland, FL","Msa","FL","9/30/2010",110000
394931,89,"Ogden, UT","Msa","UT","9/30/2010",170000
394528,90,"Daytona Beach, FL","Msa","FL","9/30/2010",125400
394531,91,"Des Moines, IA","Msa","IA","9/30/2010",145500
394711,92,"Jackson, MS","Msa","MS","9/30/2010",142000
394352,94,"Augusta, GA","Msa","GA","9/30/2010",142350
394666,96,"Harrisburg, PA","Msa","PA","9/30/2010",167000
395006,100,"Provo, UT","Msa","UT","9/30/2010",178100
394602,159,"Fort Collins, CO","Msa","CO","9/30/2010",222350
394913,1,"New York, NY","Msa","NY","10/31/2010",NA
753899,2,"Los Angeles-Long Beach-Anaheim, CA","Msa","CA","10/31/2010",390000
394463,3,"Chicago, IL","Msa","IL","10/31/2010",208000
394514,4,"Dallas-Fort Worth, TX","Msa","TX","10/31/2010",148000
394974,5,"Philadelphia, PA","Msa","PA","10/31/2010",220000
394692,6,"Houston, TX","Msa","TX","10/31/2010",151500
395209,7,"Washington, DC","Msa","DC","10/31/2010",333745
394856,8,"Miami-Fort Lauderdale, FL","Msa","FL","10/31/2010",165000
394347,9,"Atlanta, GA","Msa","GA","10/31/2010",134900
394404,10,"Boston, MA","Msa","MA","10/31/2010",320000
395057,11,"San Francisco, CA","Msa","CA","10/31/2010",427500
394532,12,"Detroit, MI","Msa","MI","10/31/2010",103500
395025,13,"Riverside, CA","Msa","CA","10/31/2010",2e+05
394976,14,"Phoenix, AZ","Msa","AZ","10/31/2010",143000
395078,15,"Seattle, WA","Msa","WA","10/31/2010",299000
394865,16,"Minneapolis-St Paul, MN","Msa","MN","10/31/2010",192000
395056,17,"San Diego, CA","Msa","CA","10/31/2010",366000
395121,18,"St. Louis, MO","Msa","MO","10/31/2010",148500
395148,19,"Tampa, FL","Msa","FL","10/31/2010",136000
394358,20,"Baltimore, MD","Msa","MD","10/31/2010",270000
394530,21,"Denver, CO","Msa","CO","10/31/2010",243000
394982,22,"Pittsburgh, PA","Msa","PA","10/31/2010",129900
394998,23,"Portland, OR","Msa","OR","10/31/2010",239000
394458,24,"Charlotte, NC","Msa","NC","10/31/2010",160000
395045,25,"Sacramento, CA","Msa","CA","10/31/2010",230000
395055,26,"San Antonio, TX","Msa","TX","10/31/2010",152570
394943,27,"Orlando, FL","Msa","FL","10/31/2010",139900
394466,28,"Cincinnati, OH","Msa","OH","10/31/2010",145000
394475,29,"Cleveland, OH","Msa","OH","10/31/2010",130000
394735,30,"Kansas City, MO","Msa","MO","10/31/2010",141625
394775,31,"Las Vegas, NV","Msa","NV","10/31/2010",140000
394492,32,"Columbus, OH","Msa","OH","10/31/2010",149200
394705,33,"Indianapolis, IN","Msa","IN","10/31/2010",125312
395059,34,"San Jose, CA","Msa","CA","10/31/2010",550000
394355,35,"Austin, TX","Msa","TX","10/31/2010",195000
395194,36,"Virginia Beach, VA","Msa","VA","10/31/2010",225000
394902,37,"Nashville, TN","Msa","TN","10/31/2010",166000
395005,38,"Providence, RI","Msa","RI","10/31/2010",224000
394862,39,"Milwaukee, WI","Msa","WI","10/31/2010",181750
394714,40,"Jacksonville, FL","Msa","FL","10/31/2010",155000
394849,41,"Memphis, TN","Msa","TN","10/31/2010",140500
394935,42,"Oklahoma City, OK","Msa","OK","10/31/2010",125533
394807,43,"Louisville-Jefferson County, KY","Msa","KY","10/31/2010",137575
394669,44,"Hartford, CT","Msa","CT","10/31/2010",230000
395022,45,"Richmond, VA","Msa","VA","10/31/2010",205000
394910,46,"New Orleans, LA","Msa","LA","10/31/2010",169000
394425,47,"Buffalo, NY","Msa","NY","10/31/2010",130000
395012,48,"Raleigh, NC","Msa","NC","10/31/2010",2e+05
394388,49,"Birmingham, AL","Msa","AL","10/31/2010",159200
395053,50,"Salt Lake City, UT","Msa","UT","10/31/2010",209000
395031,51,"Rochester, NY","Msa","NY","10/31/2010",121500
394640,52,"Grand Rapids, MI","Msa","MI","10/31/2010",125000
395167,53,"Tucson, AZ","Msa","AZ","10/31/2010",166355
753924,54,"Urban Honolulu, HI","Msa","HI","10/31/2010",440000
395169,55,"Tulsa, OK","Msa","OK","10/31/2010",129000
394619,56,"Fresno, CA","Msa","CA","10/31/2010",178000
395238,57,"Worcester, MA","Msa","MA","10/31/2010",230000
394415,58,"Stamford, CT","Msa","CT","10/31/2010",390000
394312,59,"Albuquerque, NM","Msa","NM","10/31/2010",177000
394308,60,"Albany, NY","Msa","NY","10/31/2010",181000
394938,61,"Omaha, NE","Msa","NE","10/31/2010",128000
394908,62,"New Haven, CT","Msa","CT","10/31/2010",235000
394357,63,"Bakersfield, CA","Msa","CA","10/31/2010",139000
394753,64,"Knoxville, TN","Msa","TN","10/31/2010",144900
394653,65,"Greenville, SC","Msa","SC","10/31/2010",145750
394952,66,"Ventura, CA","Msa","CA","10/31/2010",390000
394318,67,"Allentown, PA","Msa","PA","10/31/2010",185000
394561,68,"El Paso, TX","Msa","TX","10/31/2010",134950
394367,69,"Baton Rouge, LA","Msa","LA","10/31/2010",162450
394521,70,"Dayton, OH","Msa","OH","10/31/2010",115000
394843,71,"McAllen, TX","Msa","TX","10/31/2010",104970
394486,72,"Columbia, SC","Msa","SC","10/31/2010",147449
394648,73,"Greensboro, NC","Msa","NC","10/31/2010",126500
394304,74,"Akron, OH","Msa","OH","10/31/2010",125000
753906,75,"North Port-Sarasota-Bradenton, FL","Msa","FL","10/31/2010",162500
394798,76,"Little Rock, AR","Msa","AR","10/31/2010",155000
395134,77,"Stockton, CA","Msa","CA","10/31/2010",178500
394457,78,"Charleston, SC","Msa","SC","10/31/2010",198240
395143,79,"Syracuse, NY","Msa","NY","10/31/2010",134200
394484,80,"Colorado Springs, CO","Msa","CO","10/31/2010",215000
395235,81,"Winston-Salem, NC","Msa","NC","10/31/2010",137700
395224,82,"Wichita, KS","Msa","KS","10/31/2010",113000
395115,83,"Springfield, MA","Msa","MA","10/31/2010",187500
394440,84,"Fort Myers, FL","Msa","FL","10/31/2010",125000
394399,85,"Boise City, ID","Msa","ID","10/31/2010",131120
395160,86,"Toledo, OH","Msa","OH","10/31/2010",118000
394816,87,"Madison, WI","Msa","WI","10/31/2010",207950
394766,88,"Lakeland, FL","Msa","FL","10/31/2010",99500
394931,89,"Ogden, UT","Msa","UT","10/31/2010",169450
394528,90,"Daytona Beach, FL","Msa","FL","10/31/2010",125000
394531,91,"Des Moines, IA","Msa","IA","10/31/2010",149180
394711,92,"Jackson, MS","Msa","MS","10/31/2010",156450
394352,94,"Augusta, GA","Msa","GA","10/31/2010",138346
394666,96,"Harrisburg, PA","Msa","PA","10/31/2010",156500
395006,100,"Provo, UT","Msa","UT","10/31/2010",190000
394602,159,"Fort Collins, CO","Msa","CO","10/31/2010",221500
394913,1,"New York, NY","Msa","NY","11/30/2010",NA
753899,2,"Los Angeles-Long Beach-Anaheim, CA","Msa","CA","11/30/2010",395000
394463,3,"Chicago, IL","Msa","IL","11/30/2010",195000
394514,4,"Dallas-Fort Worth, TX","Msa","TX","11/30/2010",150000
394974,5,"Philadelphia, PA","Msa","PA","11/30/2010",217000
394692,6,"Houston, TX","Msa","TX","11/30/2010",152000
395209,7,"Washington, DC","Msa","DC","11/30/2010",335000
394856,8,"Miami-Fort Lauderdale, FL","Msa","FL","11/30/2010",161000
394347,9,"Atlanta, GA","Msa","GA","11/30/2010",134900
394404,10,"Boston, MA","Msa","MA","11/30/2010",334900
395057,11,"San Francisco, CA","Msa","CA","11/30/2010",424000
394532,12,"Detroit, MI","Msa","MI","11/30/2010",1e+05
395025,13,"Riverside, CA","Msa","CA","11/30/2010",205000
394976,14,"Phoenix, AZ","Msa","AZ","11/30/2010",140000
395078,15,"Seattle, WA","Msa","WA","11/30/2010",3e+05
394865,16,"Minneapolis-St Paul, MN","Msa","MN","11/30/2010",185000
395056,17,"San Diego, CA","Msa","CA","11/30/2010",365000
395121,18,"St. Louis, MO","Msa","MO","11/30/2010",147950
395148,19,"Tampa, FL","Msa","FL","11/30/2010",130000
394358,20,"Baltimore, MD","Msa","MD","11/30/2010",255000
394530,21,"Denver, CO","Msa","CO","11/30/2010",245000
394982,22,"Pittsburgh, PA","Msa","PA","11/30/2010",120000
394998,23,"Portland, OR","Msa","OR","11/30/2010",244250
394458,24,"Charlotte, NC","Msa","NC","11/30/2010",167000
395045,25,"Sacramento, CA","Msa","CA","11/30/2010",239000
395055,26,"San Antonio, TX","Msa","TX","11/30/2010",154703
394943,27,"Orlando, FL","Msa","FL","11/30/2010",127200
394466,28,"Cincinnati, OH","Msa","OH","11/30/2010",140600
394475,29,"Cleveland, OH","Msa","OH","11/30/2010",126473
394735,30,"Kansas City, MO","Msa","MO","11/30/2010",145000
394775,31,"Las Vegas, NV","Msa","NV","11/30/2010",145000
394492,32,"Columbus, OH","Msa","OH","11/30/2010",155000
394705,33,"Indianapolis, IN","Msa","IN","11/30/2010",125000
395059,34,"San Jose, CA","Msa","CA","11/30/2010",520000
394355,35,"Austin, TX","Msa","TX","11/30/2010",180530
395194,36,"Virginia Beach, VA","Msa","VA","11/30/2010",230300
394902,37,"Nashville, TN","Msa","TN","11/30/2010",157900
395005,38,"Providence, RI","Msa","RI","11/30/2010",220000
394862,39,"Milwaukee, WI","Msa","WI","11/30/2010",182000
394714,40,"Jacksonville, FL","Msa","FL","11/30/2010",167000
394849,41,"Memphis, TN","Msa","TN","11/30/2010",147875
394935,42,"Oklahoma City, OK","Msa","OK","11/30/2010",133900
394807,43,"Louisville-Jefferson County, KY","Msa","KY","11/30/2010",149900
394669,44,"Hartford, CT","Msa","CT","11/30/2010",234000
395022,45,"Richmond, VA","Msa","VA","11/30/2010",205000
394910,46,"New Orleans, LA","Msa","LA","11/30/2010",165000
394425,47,"Buffalo, NY","Msa","NY","11/30/2010",122700
395012,48,"Raleigh, NC","Msa","NC","11/30/2010",210000
394388,49,"Birmingham, AL","Msa","AL","11/30/2010",159900
395053,50,"Salt Lake City, UT","Msa","UT","11/30/2010",2e+05
395031,51,"Rochester, NY","Msa","NY","11/30/2010",121450
394640,52,"Grand Rapids, MI","Msa","MI","11/30/2010",117250
395167,53,"Tucson, AZ","Msa","AZ","11/30/2010",174950
753924,54,"Urban Honolulu, HI","Msa","HI","11/30/2010",440000
395169,55,"Tulsa, OK","Msa","OK","11/30/2010",135000
394619,56,"Fresno, CA","Msa","CA","11/30/2010",170000
395238,57,"Worcester, MA","Msa","MA","11/30/2010",224950
394415,58,"Stamford, CT","Msa","CT","11/30/2010",417400
394312,59,"Albuquerque, NM","Msa","NM","11/30/2010",173500
394308,60,"Albany, NY","Msa","NY","11/30/2010",185000
394938,61,"Omaha, NE","Msa","NE","11/30/2010",136500
394908,62,"New Haven, CT","Msa","CT","11/30/2010",199950
394357,63,"Bakersfield, CA","Msa","CA","11/30/2010",149750
394753,64,"Knoxville, TN","Msa","TN","11/30/2010",143900
394653,65,"Greenville, SC","Msa","SC","11/30/2010",145893
394952,66,"Ventura, CA","Msa","CA","11/30/2010",401500
394318,67,"Allentown, PA","Msa","PA","11/30/2010",180000
394561,68,"El Paso, TX","Msa","TX","11/30/2010",135000
394367,69,"Baton Rouge, LA","Msa","LA","11/30/2010",174900
394521,70,"Dayton, OH","Msa","OH","11/30/2010",105250
394843,71,"McAllen, TX","Msa","TX","11/30/2010",113800
394486,72,"Columbia, SC","Msa","SC","11/30/2010",143750
394648,73,"Greensboro, NC","Msa","NC","11/30/2010",137000
394304,74,"Akron, OH","Msa","OH","11/30/2010",128650
753906,75,"North Port-Sarasota-Bradenton, FL","Msa","FL","11/30/2010",159000
394798,76,"Little Rock, AR","Msa","AR","11/30/2010",151000
395134,77,"Stockton, CA","Msa","CA","11/30/2010",180000
394457,78,"Charleston, SC","Msa","SC","11/30/2010",217000
395143,79,"Syracuse, NY","Msa","NY","11/30/2010",121350
394484,80,"Colorado Springs, CO","Msa","CO","11/30/2010",212000
395235,81,"Winston-Salem, NC","Msa","NC","11/30/2010",145500
395224,82,"Wichita, KS","Msa","KS","11/30/2010",120011
395115,83,"Springfield, MA","Msa","MA","11/30/2010",180000
394440,84,"Fort Myers, FL","Msa","FL","11/30/2010",114644
394399,85,"Boise City, ID","Msa","ID","11/30/2010",128000
395160,86,"Toledo, OH","Msa","OH","11/30/2010",95000
394816,87,"Madison, WI","Msa","WI","11/30/2010",195000
394766,88,"Lakeland, FL","Msa","FL","11/30/2010",110000
394931,89,"Ogden, UT","Msa","UT","11/30/2010",174900
394528,90,"Daytona Beach, FL","Msa","FL","11/30/2010",131980
394531,91,"Des Moines, IA","Msa","IA","11/30/2010",149900
394711,92,"Jackson, MS","Msa","MS","11/30/2010",145000
394352,94,"Augusta, GA","Msa","GA","11/30/2010",134000
394666,96,"Harrisburg, PA","Msa","PA","11/30/2010",160900
395006,100,"Provo, UT","Msa","UT","11/30/2010",180000
394602,159,"Fort Collins, CO","Msa","CO","11/30/2010",213750
394913,1,"New York, NY","Msa","NY","12/31/2010",NA
753899,2,"Los Angeles-Long Beach-Anaheim, CA","Msa","CA","12/31/2010",390000
394463,3,"Chicago, IL","Msa","IL","12/31/2010",197000
394514,4,"Dallas-Fort Worth, TX","Msa","TX","12/31/2010",154950
394974,5,"Philadelphia, PA","Msa","PA","12/31/2010",218975
394692,6,"Houston, TX","Msa","TX","12/31/2010",160000
395209,7,"Washington, DC","Msa","DC","12/31/2010",335000
394856,8,"Miami-Fort Lauderdale, FL","Msa","FL","12/31/2010",160000
394347,9,"Atlanta, GA","Msa","GA","12/31/2010",142500
394404,10,"Boston, MA","Msa","MA","12/31/2010",325000
395057,11,"San Francisco, CA","Msa","CA","12/31/2010",405000
394532,12,"Detroit, MI","Msa","MI","12/31/2010",1e+05
395025,13,"Riverside, CA","Msa","CA","12/31/2010",203250
394976,14,"Phoenix, AZ","Msa","AZ","12/31/2010",140000
395078,15,"Seattle, WA","Msa","WA","12/31/2010",305280
394865,16,"Minneapolis-St Paul, MN","Msa","MN","12/31/2010",189900
395056,17,"San Diego, CA","Msa","CA","12/31/2010",370000
395121,18,"St. Louis, MO","Msa","MO","12/31/2010",151500
395148,19,"Tampa, FL","Msa","FL","12/31/2010",132200
394358,20,"Baltimore, MD","Msa","MD","12/31/2010",243000
394530,21,"Denver, CO","Msa","CO","12/31/2010",243550
394982,22,"Pittsburgh, PA","Msa","PA","12/31/2010",126000
394998,23,"Portland, OR","Msa","OR","12/31/2010",245000
394458,24,"Charlotte, NC","Msa","NC","12/31/2010",160000
395045,25,"Sacramento, CA","Msa","CA","12/31/2010",230000
395055,26,"San Antonio, TX","Msa","TX","12/31/2010",155000
394943,27,"Orlando, FL","Msa","FL","12/31/2010",128400
394466,28,"Cincinnati, OH","Msa","OH","12/31/2010",145000
394475,29,"Cleveland, OH","Msa","OH","12/31/2010",127000
394735,30,"Kansas City, MO","Msa","MO","12/31/2010",140000
394775,31,"Las Vegas, NV","Msa","NV","12/31/2010",145000
394492,32,"Columbus, OH","Msa","OH","12/31/2010",160600
394705,33,"Indianapolis, IN","Msa","IN","12/31/2010",130500
395059,34,"San Jose, CA","Msa","CA","12/31/2010",525000
394355,35,"Austin, TX","Msa","TX","12/31/2010",195000
395194,36,"Virginia Beach, VA","Msa","VA","12/31/2010",231000
394902,37,"Nashville, TN","Msa","TN","12/31/2010",165000
395005,38,"Providence, RI","Msa","RI","12/31/2010",220000
394862,39,"Milwaukee, WI","Msa","WI","12/31/2010",167000
394714,40,"Jacksonville, FL","Msa","FL","12/31/2010",155000
394849,41,"Memphis, TN","Msa","TN","12/31/2010",140000
394935,42,"Oklahoma City, OK","Msa","OK","12/31/2010",130000
394807,43,"Louisville-Jefferson County, KY","Msa","KY","12/31/2010",142000
394669,44,"Hartford, CT","Msa","CT","12/31/2010",230000
395022,45,"Richmond, VA","Msa","VA","12/31/2010",2e+05
394910,46,"New Orleans, LA","Msa","LA","12/31/2010",167333
394425,47,"Buffalo, NY","Msa","NY","12/31/2010",121000
395012,48,"Raleigh, NC","Msa","NC","12/31/2010",199950
394388,49,"Birmingham, AL","Msa","AL","12/31/2010",157950
395053,50,"Salt Lake City, UT","Msa","UT","12/31/2010",199000
395031,51,"Rochester, NY","Msa","NY","12/31/2010",119500
394640,52,"Grand Rapids, MI","Msa","MI","12/31/2010",120000
395167,53,"Tucson, AZ","Msa","AZ","12/31/2010",172500
753924,54,"Urban Honolulu, HI","Msa","HI","12/31/2010",450000
395169,55,"Tulsa, OK","Msa","OK","12/31/2010",133210
394619,56,"Fresno, CA","Msa","CA","12/31/2010",184000
395238,57,"Worcester, MA","Msa","MA","12/31/2010",206500
394415,58,"Stamford, CT","Msa","CT","12/31/2010",395000
394312,59,"Albuquerque, NM","Msa","NM","12/31/2010",175000
394308,60,"Albany, NY","Msa","NY","12/31/2010",173500
394938,61,"Omaha, NE","Msa","NE","12/31/2010",135000
394908,62,"New Haven, CT","Msa","CT","12/31/2010",227000
394357,63,"Bakersfield, CA","Msa","CA","12/31/2010",134750
394753,64,"Knoxville, TN","Msa","TN","12/31/2010",145350
394653,65,"Greenville, SC","Msa","SC","12/31/2010",134950
394952,66,"Ventura, CA","Msa","CA","12/31/2010",390000
394318,67,"Allentown, PA","Msa","PA","12/31/2010",185000
394561,68,"El Paso, TX","Msa","TX","12/31/2010",131950
394367,69,"Baton Rouge, LA","Msa","LA","12/31/2010",168900
394521,70,"Dayton, OH","Msa","OH","12/31/2010",125550
394843,71,"McAllen, TX","Msa","TX","12/31/2010",109000
394486,72,"Columbia, SC","Msa","SC","12/31/2010",135000
394648,73,"Greensboro, NC","Msa","NC","12/31/2010",133500
394304,74,"Akron, OH","Msa","OH","12/31/2010",119000
753906,75,"North Port-Sarasota-Bradenton, FL","Msa","FL","12/31/2010",157500
394798,76,"Little Rock, AR","Msa","AR","12/31/2010",151000
